,City,Cluster label,Province,Population,Area,Density,Income,URL,Latitude,Longitude,Similar,Top Venues,Categories,label
0,'s-Hertogenbosch,4,Noord-Brabant,153434,84.63,1783.7,13900,https://nl.wikipedia.org/wiki/%27s-Hertogenbosch_(gemeente),51.689166666667,5.3030555555556,"'s-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle","[{'Venue': 'Banketbakkerij Jan de Groot', 'Category': 'Bakery', 'Id': '4b164115f964a520d4b723e3'}, {'Venue': 'Coffeelab', 'Category': 'Coffee Shop', 'Id': '58f21ae135f98318048ae709'}, {'Venue': 'Stadscafé de Basiliek', 'Category': 'Bar', 'Id': '5436e829498e4a13432923cd'}, {'Venue': 'BUURT', 'Category': 'Pub', 'Id': '562a2831498e03c71b4622f2'}, {'Venue': 'Frezzo', 'Category': 'Ice Cream Shop', 'Id': '4bd30655a8b3a5935cde685f'}]","['Supermarket', 'Café', 'Restaurant', 'Coffee Shop', 'Bar']","<h1>'s-Hertogenbosch</h1>
<p>Latitude: 51.689166666667,<br/> Longitude: 5.3030555555556</p>
<p><a href=""https://nl.wikipedia.org/wiki/%27s-Hertogenbosch_(gemeente)"">Wikipedia link</a></p>
<p>Most common venue categories:</p>
<ol>
<li>Supermarket</li>
<li>Café</li>
<li>Restaurant</li>
<li>Coffee Shop</li>
<li>Bar</li>
</ol>
<p>Most popular venues:</p>
<ol>
<li><a href=""https://foursquare.com/v/4b164115f964a520d4b723e3"">Banketbakkerij Jan de Groot</a> - Bakery</li>
<li><a href=""https://foursquare.com/v/58f21ae135f98318048ae709"">Coffeelab</a> - Coffee Shop</li>
<li><a href=""https://foursquare.com/v/5436e829498e4a13432923cd"">Stadscafé de Basiliek</a> - Bar</li>
<li><a href=""https://foursquare.com/v/562a2831498e03c71b4622f2"">BUURT</a> - Pub</li>
<li><a href=""https://foursquare.com/v/4bd30655a8b3a5935cde685f"">Frezzo</a> - Ice Cream Shop</li>
</ol>
<p>Similar cities [cluster 4]: 's-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle</p>
"
1,Alkmaar,4,Noord-Holland,108596,81.42,1316.3,13300,https://nl.wikipedia.org/wiki/Alkmaar_(gemeente),52.616666666667,4.7666666666667,"'s-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle","[{'Venue': 'Anne & Max', 'Category': 'Coffee Shop', 'Id': '4b3f3aedf964a520cda425e3'}, {'Venue': 'Decathlon', 'Category': 'Sporting Goods Shop', 'Id': '58d281faccce316a9eccbafa'}, {'Venue': 'De Koffiemolen', 'Category': 'Coffee Shop', 'Id': '55e1c60c498ee04c094717ef'}, {'Venue': 'Filmhuis Alkmaar', 'Category': 'Indie Movie Theater', 'Id': '56f075ab498e0747649825dd'}, {'Venue': 'Park Oosterhout', 'Category': 'Park', 'Id': '4bd446fd41b9ef3b91a801e6'}]","['Coffee Shop', 'Restaurant', 'Fast Food Restaurant', 'Supermarket', 'Grocery Store']","<h1>Alkmaar</h1>
<p>Latitude: 52.616666666667,<br/> Longitude: 4.7666666666667</p>
<p><a href=""https://nl.wikipedia.org/wiki/Alkmaar_(gemeente)"">Wikipedia link</a></p>
<p>Most common venue categories:</p>
<ol>
<li>Coffee Shop</li>
<li>Restaurant</li>
<li>Fast Food Restaurant</li>
<li>Supermarket</li>
<li>Grocery Store</li>
</ol>
<p>Most popular venues:</p>
<ol>
<li><a href=""https://foursquare.com/v/4b3f3aedf964a520cda425e3"">Anne & Max</a> - Coffee Shop</li>
<li><a href=""https://foursquare.com/v/58d281faccce316a9eccbafa"">Decathlon</a> - Sporting Goods Shop</li>
<li><a href=""https://foursquare.com/v/55e1c60c498ee04c094717ef"">De Koffiemolen</a> - Coffee Shop</li>
<li><a href=""https://foursquare.com/v/56f075ab498e0747649825dd"">Filmhuis Alkmaar</a> - Indie Movie Theater</li>
<li><a href=""https://foursquare.com/v/4bd446fd41b9ef3b91a801e6"">Park Oosterhout</a> - Park</li>
</ol>
<p>Similar cities [cluster 4]: 's-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle</p>
"
2,Alphen aan den Rijn,4,Zuid-Holland,110315,126.58,848.8,14000,https://nl.wikipedia.org/wiki/Alphen_aan_den_Rijn_(gemeente),52.133611111111,4.6591666666667,"'s-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle","[{'Venue': 'Boekhandel Haasbeek Herenhof', 'Category': 'Bookstore', 'Id': '4b59ef5bf964a5201ba228e3'}, {'Venue': 'Tommy Kitchen', 'Category': 'Restaurant', 'Id': '501c0454e4b03a6388e5cc2c'}, {'Venue': 'Delifrance Rijnplein', 'Category': 'Sandwich Place', 'Id': '4c403c51da3dc92855fcc6b9'}, {'Venue': 'Zwembad AquaRijn', 'Category': 'Pool', 'Id': '4ed78bf361afca7b258ae0ed'}, {'Venue': ""Carla's Lunch & Diner"", 'Category': 'Sandwich Place', 'Id': '4c0a30ed340720a10bfe8593'}]","['Supermarket', 'Garden Center', 'Bookstore', 'Gym', 'Sandwich Place']","<h1>Alphen aan den Rijn</h1>
<p>Latitude: 52.133611111111,<br/> Longitude: 4.6591666666667</p>
<p><a href=""https://nl.wikipedia.org/wiki/Alphen_aan_den_Rijn_(gemeente)"">Wikipedia link</a></p>
<p>Most common venue categories:</p>
<ol>
<li>Supermarket</li>
<li>Garden Center</li>
<li>Bookstore</li>
<li>Gym</li>
<li>Sandwich Place</li>
</ol>
<p>Most popular venues:</p>
<ol>
<li><a href=""https://foursquare.com/v/4b59ef5bf964a5201ba228e3"">Boekhandel Haasbeek Herenhof</a> - Bookstore</li>
<li><a href=""https://foursquare.com/v/501c0454e4b03a6388e5cc2c"">Tommy Kitchen</a> - Restaurant</li>
<li><a href=""https://foursquare.com/v/4c403c51da3dc92855fcc6b9"">Delifrance Rijnplein</a> - Sandwich Place</li>
<li><a href=""https://foursquare.com/v/4ed78bf361afca7b258ae0ed"">Zwembad AquaRijn</a> - Pool</li>
<li><a href=""https://foursquare.com/v/4c0a30ed340720a10bfe8593"">Carla's Lunch & Diner</a> - Sandwich Place</li>
</ol>
<p>Similar cities [cluster 4]: 's-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle</p>
"
3,Amersfoort,4,Utrecht,155614,62.88,2429.3,13900,https://nl.wikipedia.org/wiki/Amersfoort_(hoofdbetekenis),52.156388888889,5.3897222222222,"'s-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle","[{'Venue': 'Vlaams Friteshuis van Gogh', 'Category': 'Snack Place', 'Id': '4b704babf964a520b1102de3'}, {'Venue': 'Factory Kitchen', 'Category': 'Restaurant', 'Id': '568d5927498e88f976f1d9c5'}, {'Venue': 'Kei Boulderhal', 'Category': 'Bar', 'Id': '546c78f7498e74ad30739fdf'}, {'Venue': 'RAUW', 'Category': 'Comfort Food Restaurant', 'Id': '551e7ded498e86217dbb0b92'}, {'Venue': 'Cafe de Noot', 'Category': 'Bar', 'Id': '4d5abe2624466ea82330859f'}]","['Restaurant', 'Furniture / Home Store', 'Plaza', 'Hotel', 'Café']","<h1>Amersfoort</h1>
<p>Latitude: 52.156388888889,<br/> Longitude: 5.3897222222222</p>
<p><a href=""https://nl.wikipedia.org/wiki/Amersfoort_(hoofdbetekenis)"">Wikipedia link</a></p>
<p>Most common venue categories:</p>
<ol>
<li>Restaurant</li>
<li>Furniture / Home Store</li>
<li>Plaza</li>
<li>Hotel</li>
<li>Café</li>
</ol>
<p>Most popular venues:</p>
<ol>
<li><a href=""https://foursquare.com/v/4b704babf964a520b1102de3"">Vlaams Friteshuis van Gogh</a> - Snack Place</li>
<li><a href=""https://foursquare.com/v/568d5927498e88f976f1d9c5"">Factory Kitchen</a> - Restaurant</li>
<li><a href=""https://foursquare.com/v/546c78f7498e74ad30739fdf"">Kei Boulderhal</a> - Bar</li>
<li><a href=""https://foursquare.com/v/551e7ded498e86217dbb0b92"">RAUW</a> - Comfort Food Restaurant</li>
<li><a href=""https://foursquare.com/v/4d5abe2624466ea82330859f"">Cafe de Noot</a> - Bar</li>
</ol>
<p>Similar cities [cluster 4]: 's-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle</p>
"
4,Amsterdam,4,Noord-Holland,859732,165.34,4990.2,13900,https://nl.wikipedia.org/wiki/Amsterdam_(gemeente),52.363022222222,4.88205,"'s-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle","[{'Venue': 'Proeflokaal Arendsnest', 'Category': 'Beer Bar', 'Id': '4a26ffc2f964a520e0801fe3'}, {'Venue': 'Bocca', 'Category': 'Coffee Shop', 'Id': '55f95290498e2b748c9e5358'}, {'Venue': 'Van Stapele Koekmakerij', 'Category': 'Dessert Shop', 'Id': '52af231b11d2d07f6e9bff9f'}, {'Venue': 'd&a Hummus Bistro', 'Category': 'Bistro', 'Id': '55523531498ee5528513f68e'}, {'Venue': 'Back to Black', 'Category': 'Coffee Shop', 'Id': '5390600e498ea928667afb97'}]","['Coffee Shop', 'Café', 'Park', 'Bakery', 'Restaurant']","<h1>Amsterdam</h1>
<p>Latitude: 52.363022222222,<br/> Longitude: 4.88205</p>
<p><a href=""https://nl.wikipedia.org/wiki/Amsterdam_(gemeente)"">Wikipedia link</a></p>
<p>Most common venue categories:</p>
<ol>
<li>Coffee Shop</li>
<li>Café</li>
<li>Park</li>
<li>Bakery</li>
<li>Restaurant</li>
</ol>
<p>Most popular venues:</p>
<ol>
<li><a href=""https://foursquare.com/v/4a26ffc2f964a520e0801fe3"">Proeflokaal Arendsnest</a> - Beer Bar</li>
<li><a href=""https://foursquare.com/v/55f95290498e2b748c9e5358"">Bocca</a> - Coffee Shop</li>
<li><a href=""https://foursquare.com/v/52af231b11d2d07f6e9bff9f"">Van Stapele Koekmakerij</a> - Dessert Shop</li>
<li><a href=""https://foursquare.com/v/55523531498ee5528513f68e"">d&a Hummus Bistro</a> - Bistro</li>
<li><a href=""https://foursquare.com/v/5390600e498ea928667afb97"">Back to Black</a> - Coffee Shop</li>
</ol>
<p>Similar cities [cluster 4]: 's-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle</p>
"
5,Apeldoorn,4,Gelderland,161569,339.96,465.4,13400,https://nl.wikipedia.org/wiki/Apeldoorn_(gemeente),52.216666666667,5.95,"'s-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle","[{'Venue': 'Eetcafe Fijn', 'Category': 'Café', 'Id': '4b7d22d0f964a520d4af2fe3'}, {'Venue': 'Schenkers', 'Category': 'Coffee Shop', 'Id': '562a1585498e19774e58d366'}, {'Venue': 'Decathlon', 'Category': 'Sporting Goods Shop', 'Id': '5444e723498e533e9b9a5a02'}, {'Venue': ""Claudio's IJssalon"", 'Category': 'Ice Cream Shop', 'Id': '55509bd4498e01d1a268455a'}, {'Venue': 'Klein Berlijn', 'Category': 'Café', 'Id': '50df0a02e4b0471647ad0114'}]","['Restaurant', 'Café', 'Park', 'Coffee Shop', 'Ice Cream Shop']","<h1>Apeldoorn</h1>
<p>Latitude: 52.216666666667,<br/> Longitude: 5.95</p>
<p><a href=""https://nl.wikipedia.org/wiki/Apeldoorn_(gemeente)"">Wikipedia link</a></p>
<p>Most common venue categories:</p>
<ol>
<li>Restaurant</li>
<li>Café</li>
<li>Park</li>
<li>Coffee Shop</li>
<li>Ice Cream Shop</li>
</ol>
<p>Most popular venues:</p>
<ol>
<li><a href=""https://foursquare.com/v/4b7d22d0f964a520d4af2fe3"">Eetcafe Fijn</a> - Café</li>
<li><a href=""https://foursquare.com/v/562a1585498e19774e58d366"">Schenkers</a> - Coffee Shop</li>
<li><a href=""https://foursquare.com/v/5444e723498e533e9b9a5a02"">Decathlon</a> - Sporting Goods Shop</li>
<li><a href=""https://foursquare.com/v/55509bd4498e01d1a268455a"">Claudio's IJssalon</a> - Ice Cream Shop</li>
<li><a href=""https://foursquare.com/v/50df0a02e4b0471647ad0114"">Klein Berlijn</a> - Café</li>
</ol>
<p>Similar cities [cluster 4]: 's-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle</p>
"
6,Arnhem,4,Gelderland,157660,98.25,1552.2,12800,https://nl.wikipedia.org/wiki/Arnhem,51.983333333333,5.9166666666667,"'s-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle","[{'Venue': 'Nederlands Openluchtmuseum', 'Category': 'History Museum', 'Id': '4a9102c0f964a520c21920e3'}, {'Venue': 'StationsHuiskamer', 'Category': 'Café', 'Id': '5649d83e498e7e9f53c747e2'}, {'Venue': 'Nespresso', 'Category': 'Coffee Shop', 'Id': '52979e34498e059d40d184d8'}, {'Venue': 'Stan&Co Arnhem', 'Category': 'Restaurant', 'Id': '5640caedcd102b8e3f95684f'}, {'Venue': 'CASPAR', 'Category': 'Bar', 'Id': '502eb14ee4b003c0ec40d78c'}]","['Coffee Shop', 'Restaurant', 'Café', 'Park', 'Supermarket']","<h1>Arnhem</h1>
<p>Latitude: 51.983333333333,<br/> Longitude: 5.9166666666667</p>
<p><a href=""https://nl.wikipedia.org/wiki/Arnhem"">Wikipedia link</a></p>
<p>Most common venue categories:</p>
<ol>
<li>Coffee Shop</li>
<li>Restaurant</li>
<li>Café</li>
<li>Park</li>
<li>Supermarket</li>
</ol>
<p>Most popular venues:</p>
<ol>
<li><a href=""https://foursquare.com/v/4a9102c0f964a520c21920e3"">Nederlands Openluchtmuseum</a> - History Museum</li>
<li><a href=""https://foursquare.com/v/5649d83e498e7e9f53c747e2"">StationsHuiskamer</a> - Café</li>
<li><a href=""https://foursquare.com/v/52979e34498e059d40d184d8"">Nespresso</a> - Coffee Shop</li>
<li><a href=""https://foursquare.com/v/5640caedcd102b8e3f95684f"">Stan&Co Arnhem</a> - Restaurant</li>
<li><a href=""https://foursquare.com/v/502eb14ee4b003c0ec40d78c"">CASPAR</a> - Bar</li>
</ol>
<p>Similar cities [cluster 4]: 's-Hertogenbosch, Alkmaar, Alphen aan den Rijn, Amersfoort, Amsterdam, Apeldoorn, Arnhem, Bergen (Noord-Holland), Bergen op Zoom, Blaricum, Bloemendaal (Noord-Holland), Bunnik, Culemborg, De Bilt, Delft, Den Haag, Dordrecht, Eindhoven, Enschede, Goeree-Overflakkee, Goirle, Gooise Meren, Gorinchem, Gouda, Haarlem, Haarlemmerliede en Spaarnwoude, Heerlen, Hilversum, Horst aan de Maas, Kampen, Krimpenerwaard, Leeuwarden, Leiden, Leidschendam-Voorburg, Lelystad, Leusden, Lisse, Lochem, Maastricht, Middelburg, Nieuwegein, Nijmegen, Ooststellingwerf, Oss, Rozendaal, Sittard-Geleen, Tilburg, Valkenburg aan de Geul, Venray, Vianen (Utrecht), Zeist, Zoetermeer, Zwijndrecht (Nederland), Zwolle</p>
"
